Year_of_Birth,Marital_Status,Disposable_Income,No_of_Kids_in_home,No_of_Teen_in_home,Recency,Discounted_Purchases,WebPurchases,CatalogPurchases,StorePurchases,Amount_on_Wines,Amount_on_Fruits,Amount_on_MeatProducts,Amount_on_FishProducts,Amount_on_SweetProducts,Amount_on_GoldProds,WebVisitsMonth,Cmp3Accepted,Cmp4Accepted,Cmp5Accepted,Cmp1Accepted,Cmp2Accepted,Any_Complain,Enrol_year,Enrol_Month,Enrol_Age,Enrol_day,Enrol_wkday,Year_Birth_Clus,CatPurchase_Clus,WebPurchuse_Clus,WebVisit_Clus,Education_Ordinal
1972,3,86155.2,0,0,61,1,9,3,4,1.9295054724772276,3.2188758248682006,5.7430031878094825,5.123963979403259,4.330733340286331,3.4965075614664802,4,0,0,0,0,0,0,2013,10,41,24,4,1,0,0,0,5
1975,2,75790.8,0,0,81,1,3,5,8,2.0641155041941834,3.6375861597263857,6.375024819828097,4.499809670330265,4.465908118654584,3.6375861597263857,3,1,0,0,0,0,0,2012,5,37,11,0,1,0,0,0,4
1990,1,95676.657652614,0,0,76,1,6,5,12,2.049631476134806,4.955827057601261,6.135564891081739,4.110873864173311,3.4339872044851463,4.127134385045092,3,0,1,0,1,0,0,2013,3,23,6,6,1,0,0,0,5
1957,1,100940.4,0,0,67,1,7,10,6,2.0048350446551164,4.382026634673881,6.620073206530356,4.0943445622221,3.828641396489095,3.295836866004329,2,0,0,1,0,0,0,2014,11,57,5,6,1,0,0,0,4
1975,1,41515.2,1,0,55,1,1,0,2,1.3852268599316875,1.3862943611198906,1.0986122886681098,0.0,0.0,2.0794415416798357,8,0,0,0,0,0,0,2013,4,38,13,2,1,0,0,0,4
1964,3,67503.59999999999,0,1,90,4,7,2,9,1.9801965796044196,1.3862943611198906,4.189654742026425,2.0794415416798357,2.4849066497880004,1.791759469228055,6,0,0,0,0,0,0,2012,7,48,12,4,1,0,0,0,5
1966,4,64933.2,0,1,104,2,5,2,6,1.8885037407137346,2.302585092994046,4.007333185232471,2.1972245773362196,1.3862943611198906,3.9318256327243257,5,0,0,0,0,0,0,2013,8,47,25,3,1,0,0,0,4
1985,1,42820.8,1,0,73,1,1,0,3,1.327761429538331,2.0794415416798357,2.0794415416798357,0.0,1.9459101490553132,1.3862943611198906,6,0,0,0,0,0,0,2014,4,29,22,5,1,0,0,0,2
1963,2,79878.0,0,1,87,4,4,2,9,2.031309721902906,2.6390573296152584,5.087596335232384,4.189654742026425,3.713572066704308,3.7612001156935624,8,0,0,0,0,0,0,2012,5,49,12,2,1,0,0,0,5
1962,0,32658.0,2,1,57,4,2,1,4,1.5224670302876946,2.1972245773362196,3.1354942159291497,2.1972245773362196,2.302585092994046,3.367295829986474,6,0,0,0,0,0,0,2013,1,51,23,6,1,0,0,0,5
1960,3,105325.2,0,1,68,1,5,10,4,2.117686558332254,3.7376696182833684,5.662960480135946,3.9318256327243257,4.060443010546419,3.5263605246161616,6,0,1,1,1,1,0,2013,5,53,22,6,1,0,0,0,5
1980,0,40154.4,1,0,85,1,2,0,3,1.4660765372061442,1.9459101490553132,2.9444389791664403,0.0,0.0,2.4849066497880004,7,0,0,0,0,0,0,2013,7,33,8,1,1,0,0,0,3
1955,0,86485.2,0,1,11,3,5,4,8,1.9859544370585949,4.290459441148391,5.707110264748875,5.017279836814924,4.9344739331306915,5.017279836814924,2,0,0,0,0,0,0,2013,2,58,14,4,1,0,0,0,5
1956,1,63300.0,0,1,79,6,5,7,9,1.9443319639317302,1.3862943611198906,5.480638923341991,4.51085950651685,4.248495242049359,4.248495242049359,4,0,0,0,0,0,0,2013,4,57,2,5,1,0,0,0,3
1956,2,61348.8,1,1,86,2,1,0,3,1.496434016604423,1.6094379124341003,2.4849066497880004,0.0,0.6931471805599453,1.6094379124341003,3,0,0,0,0,0,0,2013,12,57,18,6,1,0,0,0,3
1950,1,82917.59999999999,0,0,89,1,7,8,9,2.102443006124258,3.258096538021482,6.660575149839686,4.983606621708336,0.0,5.187385805840755,5,0,0,0,0,0,0,2013,2,63,16,2,1,0,0,0,4
1977,1,70316.4,1,1,27,12,7,4,9,1.9749939323524341,1.3862943611198906,5.220355825078324,2.3978952727983707,3.367295829986474,3.091042453358316,7,0,0,0,0,0,0,2012,11,35,20,5,1,0,0,0,5
1969,3,40863.6,0,1,21,1,3,0,3,1.6551961525056738,1.3862943611198906,3.091042453358316,2.0794415416798357,0.0,2.5649493574615367,8,0,0,0,0,0,0,2012,10,43,9,5,1,0,0,0,3
1994,2,84618.0,0,0,19,1,6,6,4,1.9536571131560738,1.3862943611198906,6.115892125483034,5.209486152841421,4.174387269895637,4.948759890378168,2,0,0,0,0,0,0,2013,10,19,21,1,1,0,0,0,5
1992,2,59720.4,0,0,99,1,5,4,8,1.8464903775306214,3.9318256327243257,5.288267030694535,4.02535169073515,3.7612001156935624,5.0106352940962555,4,0,0,0,0,0,0,2013,2,21,5,5,1,0,0,0,5
1985,2,95528.4,0,0,44,1,3,6,6,1.963257777844227,4.919980925828125,6.858565034791365,5.159055299214529,0.0,5.37989735354046,1,0,0,0,0,0,0,2013,4,28,21,3,1,0,0,0,5
1960,1,50691.6,1,1,41,2,2,0,3,1.607232291151654,1.3862943611198906,1.0986122886681098,0.0,0.0,1.791759469228055,7,0,0,0,0,0,0,2013,11,53,12,5,1,0,0,0,5
1953,3,100612.8,0,0,64,1,4,4,11,2.0554232031366197,3.5553480614894135,5.846438775057725,4.330733340286331,3.4657359027997265,5.2574953720277815,1,0,0,1,0,0,0,2013,12,60,5,4,1,0,0,0,5
1979,2,46371.6,1,1,52,2,2,0,3,1.4660765372061442,1.791759469228055,2.70805020110221,0.0,0.6931471805599453,2.3978952727983707,7,0,0,0,0,0,1,2013,11,34,29,0,1,0,0,0,5
1955,0,68799.59999999999,0,1,62,11,8,5,9,2.0609337101549325,2.8903717578961645,5.986452005284438,4.343805421853684,4.07753744390572,5.176149732573829,6,0,0,0,0,0,0,2012,9,57,22,2,1,0,0,0,4
1983,3,49246.8,0,0,39,1,8,1,5,1.5451936315479267,2.70805020110221,4.927253685157205,5.19295685089021,4.127134385045092,3.828641396489095,8,0,0,0,0,0,0,2013,7,30,25,4,1,0,0,0,2
1970,2,75326.4,0,1,81,1,5,6,11,1.9980992676206404,3.970291913552122,5.062595033026967,3.784189633918261,2.1972245773362196,4.6913478822291435,2,0,1,0,0,0,0,2013,5,43,19,3,1,0,0,0,3
1982,1,65263.2,0,1,15,2,3,2,10,1.893931943123261,3.2188758248682006,4.174387269895637,4.143134726391533,3.091042453358316,3.258096538021482,3,0,0,0,0,0,0,2013,5,31,17,0,1,0,0,0,5
1951,1,96915.6,0,0,24,1,5,11,6,2.017844396873156,5.147494476813453,4.6913478822291435,5.262690188904886,3.7612001156935624,5.44673737166631,3,0,0,1,1,0,0,2013,8,62,15,4,1,0,0,0,5
1976,1,57369.6,0,1,37,2,3,2,3,1.7681175901689328,1.6094379124341003,3.295836866004329,1.0986122886681098,0.0,4.290459441148391,7,1,0,0,0,0,0,2013,10,37,20,3,1,0,0,0,3
1993,2,111430.8,0,0,53,1,5,4,12,2.0637226556776236,4.174387269895637,6.826545223556594,3.970291913552122,4.127134385045092,3.044522437723423,2,0,0,0,0,0,0,2012,10,19,19,0,1,0,0,0,3
1987,1,26346.0,1,0,88,2,2,1,3,1.223156202527103,1.6094379124341003,2.0794415416798357,2.8903717578961645,2.70805020110221,2.4849066497880004,6,0,0,0,0,0,0,2013,7,26,9,5,1,0,0,0,2
1946,1,83706.0,0,0,30,1,3,6,12,1.8574179522647456,4.394449154672439,5.924255797414532,4.718498871295094,3.1780538303479458,4.543294782270004,1,0,0,0,0,0,0,2013,2,67,10,3,1,0,0,0,5
1986,1,27777.6,0,0,90,1,2,0,3,1.1947055233182955,2.302585092994046,2.1972245773362196,1.9459101490553132,1.3862943611198906,2.3978952727983707,7,0,0,0,0,0,0,2014,2,28,18,5,1,0,0,0,2
1948,1,80966.4,0,1,100,2,4,2,7,1.8122095959040794,3.5553480614894135,4.852030263919617,2.1972245773362196,2.8903717578961645,4.248495242049359,3,0,0,0,0,0,0,2013,9,65,28,2,1,0,0,0,4
1983,2,29240.4,1,0,65,1,1,0,2,1.1247482629090362,2.0794415416798357,1.0986122886681098,0.0,2.4849066497880004,1.791759469228055,9,0,0,0,0,0,0,2013,3,30,20,6,1,0,0,0,1
1977,3,25228.8,0,0,96,1,2,0,4,1.5555453730992024,2.0794415416798357,2.9444389791664403,1.9459101490553132,1.0986122886681098,2.9444389791664403,7,0,0,0,0,0,0,2013,4,36,7,3,1,0,0,0,3
1980,2,19216.8,1,1,49,4,1,1,4,1.1622831138840004,2.5649493574615367,1.6094379124341003,2.0794415416798357,2.1972245773362196,2.0794415416798357,3,0,0,0,0,0,0,2013,3,33,17,3,1,0,0,0,1
1966,2,66300.0,0,1,56,4,7,5,10,2.0158729116970755,4.127134385045092,4.430816798843313,3.4965075614664802,0.0,4.204692619390966,5,0,0,0,0,0,0,2012,10,46,21,3,1,0,0,0,3
1959,1,61694.4,0,1,49,2,3,2,4,1.7890235001604364,1.9459101490553132,3.4011973816621555,1.6094379124341003,1.791759469228055,2.70805020110221,4,0,0,0,0,0,0,2013,12,54,31,5,1,0,0,0,3
1960,2,74940.0,0,1,68,2,5,5,4,1.9817942637290324,3.9318256327243257,5.5909869805108565,4.143134726391533,4.204692619390966,3.6635616461296463,3,0,1,0,0,0,0,2014,6,54,1,3,1,0,0,0,5
1984,1,41671.72186880249,1,0,18,1,1,0,2,1.223156202527103,2.1972245773362196,1.9459101490553132,0.0,1.0986122886681098,0.6931471805599453,7,0,0,0,0,0,0,2013,11,29,15,0,1,0,0,0,5
1961,2,58684.8,0,1,8,4,7,2,4,1.8970839874548464,2.6390573296152584,3.6635616461296463,0.0,2.6390573296152584,3.332204510175204,8,0,0,0,0,0,0,2012,2,51,12,3,1,0,0,0,5
1974,1,64929.6,1,1,81,13,8,2,9,1.987981985465796,2.302585092994046,4.5217885770490405,2.1972245773362196,1.9459101490553132,4.584967478670572,8,0,0,0,0,0,0,2012,5,38,11,0,1,0,0,0,3
1980,3,90608.4,0,0,63,1,8,6,6,2.024494546794345,4.574710978503383,5.926926025970411,4.653960350157523,4.394449154672439,4.394449154672439,3,0,0,0,0,0,0,2014,2,34,5,6,1,0,0,0,5
1976,2,101035.2,0,1,63,1,8,4,7,1.85601087126303,4.204692619390966,6.230481447578482,5.44673737166631,3.4657359027997265,5.25227342804663,3,0,0,0,0,0,0,2013,3,37,6,6,1,0,0,0,5
1948,3,34066.8,0,0,56,1,1,0,2,1.0804178182729878,2.1972245773362196,1.3862943611198906,2.0794415416798357,1.6094379124341003,2.1972245773362196,7,0,0,0,0,0,0,2012,11,64,20,5,1,0,0,0,1
1957,3,92851.2,1,1,79,4,6,3,10,1.9755521762697152,3.1354942159291497,4.709530201312334,2.833213344056216,2.5649493574615367,2.5649493574615367,4,0,0,0,0,0,0,2014,10,57,5,3,1,0,0,0,4
1982,1,23302.8,1,0,83,4,4,0,3,1.1247482629090362,2.8903717578961645,3.367295829986474,2.833213344056216,1.3862943611198906,2.0794415416798357,9,0,0,0,0,0,0,2012,10,30,11,4,1,0,0,0,5
1962,0,77190.0,0,1,48,5,10,3,5,2.028488701461363,4.1588830833596715,5.869296913133774,4.3694478524670215,2.5649493574615367,4.30406509320417,7,0,0,0,0,0,0,2013,7,51,2,5,1,0,0,0,4
1984,1,43051.2,0,0,20,1,3,1,3,1.6632944814375767,1.791759469228055,3.713572066704308,1.6094379124341003,1.3862943611198906,2.70805020110221,6,0,0,0,0,0,0,2014,4,30,20,3,1,0,0,0,3
1988,1,20787.6,0,0,45,1,1,0,3,1.1622831138840004,2.8903717578961645,2.8903717578961645,1.9459101490553132,0.6931471805599453,1.791759469228055,8,0,0,0,0,0,0,2012,10,24,10,6,1,0,0,0,5
1979,2,42652.8,1,0,84,1,2,0,3,1.5224670302876946,2.1972245773362196,3.1780538303479458,1.6094379124341003,0.6931471805599453,1.6094379124341003,7,0,0,0,0,0,0,2014,8,35,3,3,1,0,0,0,3
1978,1,49731.6,1,0,86,6,8,1,5,1.8206950566924849,2.3978952727983707,5.147494476813453,3.258096538021482,2.995732273553991,4.499809670330265,8,0,0,0,0,0,0,2014,1,36,4,2,1,0,0,0,5
1987,1,28172.4,1,0,46,3,3,0,4,1.5653166550596793,2.9444389791664403,4.007333185232471,1.3862943611198906,2.1972245773362196,3.4011973816621555,8,0,0,0,0,0,0,2013,10,26,21,1,1,0,0,0,5
1983,3,38775.6,1,0,67,3,4,0,4,1.7087018253879918,2.0794415416798357,4.04305126783455,1.0986122886681098,1.6094379124341003,2.0794415416798357,9,0,0,0,0,0,0,2013,11,30,2,2,1,0,0,0,4
1956,0,44692.8,1,1,97,1,1,1,2,1.4298455472897516,1.791759469228055,2.3978952727983707,0.0,0.0,3.258096538021482,7,1,0,0,0,0,0,2013,4,57,27,2,1,0,0,0,5
1973,1,68509.2,0,1,89,2,9,2,5,1.9668981094094211,1.3862943611198906,3.2188758248682006,1.9459101490553132,0.0,1.6094379124341003,7,0,1,0,0,0,0,2012,11,39,23,0,1,0,0,0,4
1976,2,59416.8,1,0,68,2,6,1,4,1.712589050021264,3.7612001156935624,4.3694478524670215,4.07753744390572,2.6390573296152584,4.543294782270004,7,0,0,0,0,0,0,2013,12,37,17,5,1,0,0,0,2
1962,1,43731.6,1,1,16,4,3,1,3,1.6606403793348095,1.3862943611198906,3.8501476017100584,1.6094379124341003,1.3862943611198906,3.044522437723423,8,0,0,0,0,0,0,2013,3,51,2,2,1,0,0,0,5
1970,1,50602.8,1,1,27,2,1,0,3,1.4395687003478859,1.3862943611198906,2.302585092994046,0.0,0.0,1.0986122886681098,8,0,0,0,0,0,0,2013,10,43,19,2,1,0,0,0,3
1978,1,37623.6,1,1,31,2,1,1,2,1.327761429538331,1.3862943611198906,2.3978952727983707,1.3862943611198906,0.6931471805599453,2.0794415416798357,8,0,0,0,0,0,0,2013,12,35,29,3,1,0,0,0,5
1967,4,95935.2,0,0,26,1,5,11,5,1.945047123513961,5.231108616854587,6.338594078203183,5.117993812416755,4.955827057601261,3.367295829986474,3,0,0,0,0,0,0,2014,12,47,5,0,1,0,0,0,5
1980,3,33506.4,1,0,87,1,2,0,3,1.3437034446606386,1.3862943611198906,2.6390573296152584,1.0986122886681098,1.6094379124341003,2.4849066497880004,4,0,0,0,0,0,0,2014,10,34,5,3,1,0,0,0,4
1958,1,63422.4,0,1,100,4,10,7,5,2.0254144100795135,2.4849066497880004,4.605170185988092,2.4849066497880004,0.0,3.871201010907891,8,1,0,0,0,0,0,2012,1,54,12,4,1,0,0,0,5
1969,1,54825.6,0,1,27,2,3,1,8,1.8949910974525486,1.3862943611198906,2.9444389791664403,0.0,0.0,2.302585092994046,4,0,1,0,0,0,0,2014,1,45,25,2,1,0,0,0,5
1969,2,84679.2,0,1,11,2,6,5,9,1.939953111519832,3.4657359027997265,5.375278407684165,4.442651256490317,3.367295829986474,3.091042453358316,3,0,0,0,0,0,0,2013,6,44,10,1,1,0,0,0,5
1974,1,32590.8,1,1,40,2,1,0,3,1.4196068415100236,1.3862943611198906,1.3862943611198906,0.0,0.0,0.6931471805599453,6,0,0,0,0,0,0,2014,3,40,29,2,1,0,0,0,3
1959,2,59960.4,0,1,11,3,6,1,5,1.8538724045702297,2.302585092994046,4.248495242049359,1.6094379124341003,2.5649493574615367,1.3862943611198906,7,0,0,0,0,0,0,2013,8,54,7,6,1,0,0,0,5
1972,1,59406.0,1,1,11,9,10,2,8,2.00329712623176,1.3862943611198906,4.61512051684126,2.995732273553991,0.0,3.367295829986474,8,0,0,0,0,0,0,2013,5,41,3,0,1,0,0,0,3
1970,2,47829.6,1,0,74,1,2,0,4,1.3973634811730353,3.1780538303479458,3.258096538021482,1.0986122886681098,2.0794415416798357,3.295836866004329,6,0,0,0,0,0,0,2013,1,43,24,4,1,0,0,0,3
1978,1,67010.4,0,1,26,1,7,1,8,1.9635652888016641,1.3862943611198906,3.6888794541139363,0.0,1.6094379124341003,3.2188758248682006,5,0,0,0,0,0,0,2014,5,36,23,0,1,0,0,0,3
1947,1,94282.8,0,0,21,1,4,6,4,1.9926648078181803,4.418840607796598,6.434546518787453,5.337538079701318,5.170483995038151,4.564348191467836,1,0,0,1,0,0,0,2014,2,67,19,6,1,0,0,0,5
1964,1,26902.8,0,0,81,1,3,2,2,1.5224670302876946,1.9459101490553132,3.871201010907891,2.995732273553991,3.091042453358316,3.7612001156935624,8,0,0,0,0,0,0,2013,4,49,18,4,1,0,0,0,5
1980,3,108360.0,0,0,14,0,5,6,8,2.001065002653271,4.927253685157205,6.668228248417403,3.5263605246161616,4.90527477843843,4.060443010546419,1,0,0,1,0,0,0,2014,3,34,1,2,1,0,0,0,5
1967,3,56966.4,1,1,46,2,2,0,4,1.63454690370149,1.3862943611198906,2.4849066497880004,0.0,0.0,2.1972245773362196,5,0,0,0,0,0,0,2013,9,46,16,1,1,0,0,0,4
1988,2,50400.0,0,0,30,2,5,2,11,1.7694345201285457,4.465908118654584,5.5909869805108565,4.454347296253507,4.0943445622221,3.58351893845611,5,0,0,0,0,0,0,2013,10,25,1,5,1,0,0,0,4
1978,2,51596.4,1,1,98,1,1,0,2,1.1947055233182955,1.3862943611198906,1.791759469228055,0.0,0.6931471805599453,1.791759469228055,7,0,0,0,0,0,0,2013,7,35,12,0,1,0,0,0,4
1984,1,44148.0,0,0,21,1,2,1,2,1.1622831138840004,1.9459101490553132,2.70805020110221,2.772588722239781,3.091042453358316,2.3978952727983707,9,0,0,0,0,0,0,2013,1,29,3,4,1,0,0,0,5
1981,2,91694.4,0,0,22,1,5,4,8,2.046468786074801,4.04305126783455,6.690842277418564,3.1780538303479458,4.276666119016055,2.8903717578961645,3,0,0,1,1,0,0,2013,5,32,5,3,1,0,0,0,4
1977,1,20577.6,1,0,87,4,3,1,3,1.3105061862047918,2.5649493574615367,2.4849066497880004,2.6390573296152584,2.3978952727983707,2.833213344056216,8,0,0,0,0,0,0,2014,1,37,28,5,1,0,0,0,5
1954,1,78682.8,0,1,103,2,6,5,10,1.945758217792441,3.912023005428146,5.666426688112432,3.044522437723423,3.6635616461296463,4.2626798770413155,3,0,0,0,0,0,0,2012,5,58,11,0,1,0,0,0,3
1970,1,56197.2,1,1,91,2,1,2,2,1.4660765372061442,1.791759469228055,2.3978952727983707,1.9459101490553132,1.6094379124341003,3.5553480614894135,4,0,0,0,0,0,0,2013,8,43,6,5,1,0,0,0,2
1957,3,17593.2,0,0,95,1,1,0,3,1.1947055233182955,1.6094379124341003,2.4849066497880004,1.9459101490553132,1.0986122886681098,1.0986122886681098,6,0,0,0,0,0,0,2013,1,56,1,5,1,0,0,0,3
1970,3,46033.2,1,0,81,3,3,1,3,1.570002974208493,1.3862943611198906,4.04305126783455,3.044522437723423,2.1972245773362196,2.70805020110221,7,0,0,0,0,0,0,2013,12,43,27,0,1,0,0,0,5
1963,1,103333.2,0,0,80,1,5,7,10,1.9464652902368638,3.4657359027997265,6.6293632534374485,3.6109179126442243,3.713572066704308,4.844187086458591,2,0,0,0,0,0,0,2013,4,50,19,0,1,0,0,0,5
1986,3,64807.2,1,0,49,2,8,1,7,1.8234126545313947,4.394449154672439,5.318119993844216,1.9459101490553132,3.2188758248682006,4.584967478670572,7,0,0,0,0,0,0,2012,9,26,18,5,1,0,0,0,5
1983,3,84045.59999999999,0,0,61,1,4,4,8,1.999477239130146,4.060443010546419,5.855071922202427,4.276666119016055,4.007333185232471,4.875197323201151,2,0,0,0,0,0,0,2013,10,30,25,0,1,0,0,0,4
1984,1,36115.2,1,0,37,1,2,0,3,1.223156202527103,1.9459101490553132,2.4849066497880004,2.5649493574615367,1.791759469228055,2.302585092994046,6,0,0,0,0,0,0,2014,5,30,22,4,1,0,0,0,5
1969,1,23194.8,1,0,46,3,4,0,3,1.4818766360989102,1.6094379124341003,2.833213344056216,2.5649493574615367,1.0986122886681098,1.791759469228055,8,0,0,0,0,0,0,2013,12,44,14,2,1,0,0,0,5
1975,1,55004.4,1,1,95,5,6,2,5,1.85601087126303,2.833213344056216,4.477336814478207,2.8903717578961645,2.8903717578961645,3.2188758248682006,7,0,0,0,0,0,0,2013,7,38,26,0,1,0,0,0,5
1953,3,67141.2,0,1,69,3,3,6,11,2.095375905913649,1.3862943611198906,4.394449154672439,0.0,2.6390573296152584,3.713572066704308,8,0,1,0,0,1,0,2012,8,59,23,4,1,0,0,0,3
1966,3,90331.2,0,0,9,1,9,4,9,2.0046165576255577,4.6913478822291435,4.836281906951478,4.927253685157205,3.7612001156935624,3.091042453358316,5,0,0,0,0,0,0,2012,9,46,27,4,1,0,0,0,5
1974,1,95511.6,0,0,77,1,5,6,7,1.9278815679894448,4.1588830833596715,6.343880434126331,4.709530201312334,4.897839799950911,4.983606621708336,2,0,0,1,0,0,0,2014,12,40,5,0,1,0,0,0,5
1990,2,22029.6,1,0,56,3,3,0,4,1.2484412575662103,2.4849066497880004,2.995732273553991,2.833213344056216,1.6094379124341003,1.6094379124341003,7,0,0,0,0,0,0,2013,11,23,20,6,1,0,0,0,5
1969,2,43071.6,1,1,87,6,3,1,5,1.8082668738615209,1.3862943611198906,3.1780538303479458,0.0,0.0,2.9444389791664403,8,0,0,0,0,0,0,2012,10,43,15,1,1,0,0,0,5
1959,2,73597.2,1,1,49,5,11,1,6,1.9867187683398329,2.1972245773362196,3.871201010907891,0.0,1.791759469228055,3.7376696182833684,8,0,0,0,0,0,0,2013,10,54,3,4,1,0,0,0,3
1963,2,91948.8,0,1,75,1,5,10,7,1.9506256168552831,4.700480365792417,4.997212273764115,4.007333185232471,4.7535901911063645,4.204692619390966,1,1,0,0,0,0,0,2014,5,51,24,2,1,0,0,0,5
1956,3,89766.0,0,1,21,5,4,7,10,1.8516996259697707,5.111987788356544,5.3471075307174685,3.7376696182833684,5.093750200806762,3.6375861597263857,2,0,0,0,0,0,0,2013,6,57,11,5,1,0,0,0,2
1982,3,90928.8,1,0,34,1,7,5,8,1.9237286302332202,3.2188758248682006,4.90527477843843,5.556828061699537,2.70805020110221,4.04305126783455,4,0,0,0,0,0,0,2014,2,32,5,6,1,0,0,0,2
1958,1,57291.6,0,1,63,3,4,1,6,1.8434216945775423,1.791759469228055,3.784189633918261,0.0,2.5649493574615367,3.044522437723423,6,0,1,0,0,0,0,2013,3,55,22,0,1,0,0,0,5
1966,3,54171.6,0,1,81,3,6,1,5,1.8464903775306214,2.1972245773362196,4.31748811353631,2.4849066497880004,1.791759469228055,2.70805020110221,7,0,0,0,0,0,0,2013,8,47,26,1,1,0,0,0,3
1977,1,9000.0,1,0,26,5,4,1,2,1.2711498482847257,1.3862943611198906,2.5649493574615367,2.6390573296152584,2.0794415416798357,3.4965075614664802,9,1,0,0,0,0,0,2012,1,35,8,3,1,0,0,0,5
1964,1,39158.4,0,0,39,2,4,4,8,1.6551961525056738,5.043425116919247,4.927253685157205,5.0369526024136295,2.995732273553991,3.9889840465642745,5,0,0,0,0,0,0,2012,2,48,8,6,1,0,0,0,2
1971,3,26484.0,1,0,18,2,2,2,2,1.327761429538331,2.3978952727983707,2.995732273553991,2.1972245773362196,1.0986122886681098,3.091042453358316,6,0,0,0,0,0,0,2013,4,42,10,6,1,0,0,0,5
1986,2,49767.6,1,0,87,1,2,0,3,1.4576463830228739,2.4849066497880004,3.044522437723423,2.772588722239781,1.3862943611198906,2.302585092994046,7,0,0,0,0,0,0,2013,6,27,19,6,1,0,0,0,2
1983,1,101002.8,0,0,16,1,7,6,6,2.116556243522189,3.1354942159291497,6.0014148779611505,0.0,2.995732273553991,0.0,3,0,1,1,0,0,0,2013,7,30,8,1,1,0,0,0,4
1975,3,90842.4,0,1,94,1,10,5,13,2.0774132317064824,1.3862943611198906,6.4457198193855785,4.983606621708336,3.6375861597263857,3.6375861597263857,6,0,0,1,0,0,0,2012,10,37,14,3,1,0,0,0,5
1991,2,77410.8,0,0,26,1,6,3,9,2.0458563211182166,5.241747015059643,6.3561076606958915,3.2188758248682006,3.258096538021482,4.356708826689592,4,1,0,0,0,0,0,2013,8,22,17,2,1,0,0,0,5
1984,0,108824.4,0,0,105,1,6,2,8,2.066316116134761,3.044522437723423,6.511745329644728,3.1780538303479458,3.5553480614894135,3.9512437185814275,2,0,0,1,0,0,0,2013,5,29,22,6,1,0,0,0,4
1976,2,55317.6,1,1,93,4,3,2,2,1.637662762520353,1.3862943611198906,3.332204510175204,0.0,0.0,3.6109179126442243,8,0,0,0,0,0,0,2012,8,36,18,2,1,0,0,0,3
1972,1,42213.6,1,0,17,1,1,1,2,1.4741440143630178,1.6094379124341003,2.6390573296152584,1.0986122886681098,1.0986122886681098,2.9444389791664403,7,1,0,0,0,0,0,2013,10,41,1,5,1,0,0,0,3
1974,1,29566.8,1,1,10,3,2,0,4,1.448822238365871,1.9459101490553132,2.833213344056216,0.0,1.6094379124341003,0.6931471805599453,6,0,0,0,0,0,0,2014,1,40,28,5,1,0,0,0,5
1987,1,24510.0,1,0,12,2,2,0,3,1.1947055233182955,2.772588722239781,1.791759469228055,1.3862943611198906,2.833213344056216,2.8903717578961645,7,0,0,0,0,0,0,2012,10,25,29,1,1,0,0,0,1
1967,3,27160.8,0,0,54,1,2,1,2,1.1247482629090362,3.295836866004329,2.4849066497880004,2.1972245773362196,1.9459101490553132,3.8501476017100584,8,0,0,0,0,0,0,2013,1,46,16,6,1,0,0,0,1
1967,2,94104.0,0,0,82,1,3,10,8,2.00329712623176,3.4657359027997265,6.51471269087253,4.5217885770490405,3.367295829986474,3.367295829986474,1,0,0,0,0,0,0,2013,6,46,29,2,1,0,0,0,4
1966,2,48912.0,0,1,71,2,2,1,3,1.6734888160092363,1.3862943611198906,2.8903717578961645,0.0,0.0,1.9459101490553132,6,0,0,0,0,0,0,2013,8,47,30,0,1,0,0,0,4
1985,2,41685.6,1,0,58,1,1,0,3,1.1622831138840004,1.791759469228055,2.3978952727983707,1.3862943611198906,0.0,1.0986122886681098,6,0,0,0,0,0,0,2014,11,29,5,6,1,0,0,0,5
1951,1,65318.4,2,1,44,1,1,0,3,1.5397794579522743,1.3862943611198906,1.791759469228055,0.0,0.0,0.0,4,0,0,0,0,0,0,2013,9,62,5,4,1,0,0,0,4
1960,4,39661.2,0,0,22,3,9,1,8,1.7340313214932865,4.31748811353631,5.497168225293202,4.6913478822291435,4.553876891600541,5.393627546352362,9,0,0,0,0,0,0,2012,8,52,16,4,1,0,0,0,3
1956,0,84765.59999999999,0,0,76,1,4,5,10,2.0705920969380323,2.772588722239781,5.375278407684165,2.833213344056216,2.5649493574615367,4.1588830833596715,3,0,1,0,0,0,0,2013,1,57,6,3,1,0,0,0,3
1960,0,75639.59999999999,0,0,89,1,3,4,8,1.8402825130491083,4.174387269895637,6.175867270105761,5.420534999272286,4.727387818712341,3.4339872044851463,2,0,0,0,0,0,0,2013,11,53,15,0,1,0,0,0,5
1959,0,93997.2,0,1,104,2,10,6,7,2.0328669068456406,4.955827057601261,5.872117789475416,5.081404364984463,5.135798437050262,4.127134385045092,4,0,0,0,0,0,0,2014,1,55,23,4,1,0,0,0,5
1983,1,34461.6,1,0,85,2,2,0,3,1.358504720646626,2.0794415416798357,1.9459101490553132,2.4849066497880004,2.1972245773362196,2.833213344056216,8,0,0,0,0,0,0,2013,7,30,13,2,1,0,0,0,5
1980,0,18344.4,1,0,67,2,1,1,2,1.0804178182729878,1.791759469228055,2.1972245773362196,1.6094379124341003,1.3862943611198906,2.6390573296152584,7,1,0,0,0,0,0,2012,10,32,10,6,1,0,0,0,5
